loop,DRate Gbps,Pattern,Channel,TXpre,TXpost,TXattn,vos0,vos1,vos2,vos3,vos4,vos5,vos06,vos07,dc,lf,hf,bw,gain,tap1,tap2,tap3,tap4,tap5,tap6,tap7,tap8,tap9,tapA,tapB,tapC,tapD,errors,BER@eh0V,eh@1e10,eh@1e12,eh@1e15,eh@1e17,eh_r2fit,BER@ew0mUI,ew@1e10,ew@1e12,ew@1e15,ew@1e17,ew_r2fit
616,16.0,prbs31,Macallan_BP,3,2,2,128,137,125,126,142,143,127,129,82,5,15,7,0,6,-7,-1,4,3,0,0,-1,-1,-1,-1,-1,-1,0,2.1330612287764338e-21,82,64,40,25,0.9999707937240601,1.4368351813026148e-40,463,419,358,321,0.9999200105667114
617,16.0,prbs31,Macallan_BP,3,2,2,128,137,125,126,142,144,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,3.6502156593739095e-23,88,71,48,34,0.999805212020874,9.567937544827667e-37,443,396,331,292,0.9999666810035706
618,16.0,prbs31,Macallan_BP,3,2,2,128,137,125,126,142,144,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,2.4838491981059644e-21,83,65,40,25,0.9999396204948425,9.999936464761066e-41,468,423,362,325,0.999786913394928
619,16.0,prbs31,Macallan_BP,3,2,2,128,137,125,126,142,144,127,129,82,5,15,7,0,6,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,2.4125962968607747e-21,83,65,40,25,0.999312162399292,3.3344945316732056e-39,461,414,352,314,0.9997426867485046
620,16.0,prbs31,Macallan_BP,3,2,2,127,137,125,126,141,143,127,129,80,5,15,7,0,5,-7,-5,4,6,0,0,0,-1,-1,-1,-1,-1,0,2.7831375707275207e-22,83,66,43,29,0.9998202919960022,3.141279722507045e-34,420,371,305,265,0.9990406036376953
621,16.0,prbs31,Macallan_BP,3,2,2,126,136,127,128,144,146,127,129,84,4,15,7,0,4,-10,-2,3,1,0,0,-1,-1,-1,-1,-1,-1,0,3.2335497989252093e-24,92,76,53,39,0.9997845888137817,9.999936464761066e-41,483,442,387,354,0.9998166561126709
622,16.0,prbs31,Macallan_BP,3,2,3,127,137,125,127,142,143,127,129,84,5,15,7,0,5,-7,0,4,3,0,0,0,-1,-1,0,-1,-1,0,7.823478861431178e-24,86,70,49,36,0.9999201893806458,1.9582167354362216e-37,449,402,337,299,0.999832808971405
623,16.0,prbs31,Macallan_BP,3,2,3,128,137,125,127,142,144,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,5.072602346618756e-22,82,65,42,28,0.9999999403953552,9.999936464761066e-41,474,429,369,333,0.9996418356895447
624,16.0,prbs31,Macallan_BP,3,2,3,126,135,126,128,143,145,127,129,84,4,15,7,0,4,-10,-2,3,1,0,0,0,-1,-1,-1,-1,-1,0,8.652979667823593e-26,93,78,57,44,0.9999986886978149,9.999936464761066e-41,478,437,381,348,0.999919593334198
625,16.0,prbs31,Macallan_BP,3,2,3,127,135,126,128,143,145,127,129,84,4,15,7,0,4,-10,-3,3,2,0,0,-1,0,-1,0,-1,-1,0,1.9562943421244702e-23,87,71,48,35,0.9999970197677612,9.999936464761066e-41,470,425,365,328,0.9995836019515991
626,16.0,prbs31,Macallan_BP,3,2,3,126,136,127,128,143,145,127,129,82,4,15,7,0,4,-10,-3,3,2,0,0,0,-1,-1,-1,-1,-1,0,1.135459177855366e-25,92,77,56,43,0.9999716877937317,9.999936464761066e-41,475,435,381,348,0.9999988675117493
627,16.0,prbs31,Macallan_BP,3,2,3,128,137,125,127,142,144,127,129,86,5,15,7,0,6,-6,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,1.0770986198947043e-21,82,64,40,26,0.9998534917831421,5.064158929172133e-37,443,396,332,293,0.9992849826812744
628,16.0,prbs31,Macallan_BP,3,2,3,127,136,126,128,144,145,127,129,84,4,15,7,0,5,-10,-2,3,1,0,0,0,-1,-1,-1,-1,-1,0,1.4380614036787003e-23,89,72,49,36,1.0,9.999936464761066e-41,497,459,407,376,0.9998570084571838
629,16.0,prbs31,Macallan_BP,3,2,3,126,135,126,128,143,146,127,129,82,4,15,7,0,4,-10,-3,3,2,0,0,-1,-1,-1,-1,-1,-1,0,3.6627024842380373e-25,91,75,54,42,0.9998708367347717,9.999936464761066e-41,477,435,379,345,0.9997385144233704
630,16.0,prbs31,Macallan_BP,3,2,3,128,136,125,127,142,144,127,129,84,5,15,7,0,5,-6,0,4,2,0,0,0,0,-1,-1,-1,-1,0,3.098620621463833e-22,83,66,43,29,0.9997665286064148,9.999936464761066e-41,468,424,364,328,0.9999894499778748
631,16.0,prbs31,Macallan_BP,3,2,4,127,137,126,127,142,144,127,129,83,5,15,7,0,5,-6,2,4,0,0,0,0,0,-1,0,-1,-1,0,1.761417022137229e-22,82,65,43,29,0.9995474219322205,9.999936464761066e-41,456,412,353,318,0.9996519088745117
632,16.0,prbs31,Macallan_BP,3,2,4,126,136,127,129,143,145,127,129,78,4,15,7,0,4,-10,1,2,-2,0,0,-1,-1,-1,-1,-1,-1,0,1.4844420203947184e-23,85,69,47,34,0.9999999403953552,9.999936464761066e-41,460,418,361,326,0.9999383687973022
633,16.0,prbs31,Macallan_BP,3,2,4,127,136,126,127,141,143,127,129,80,5,15,7,0,5,-6,-5,4,6,0,0,0,-1,-1,-1,-1,-1,0,8.620474376733333e-22,77,60,38,25,0.9999586343765259,1.439795454436448e-33,416,367,300,259,0.9999837279319763
634,16.0,prbs31,Macallan_BP,3,2,4,126,135,128,129,144,146,127,129,82,3,15,7,1,3,-10,-3,2,1,0,0,0,-1,-1,0,-1,0,0,2.4102981151397907e-26,92,77,57,45,0.9999637007713318,9.999936464761066e-41,492,454,402,370,0.999981701374054
635,16.0,prbs31,Macallan_BP,3,2,4,126,135,127,129,143,145,127,129,76,4,15,7,0,4,-10,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,1.824986620109826e-24,87,72,50,38,0.999638557434082,9.999936464761066e-41,468,425,367,332,0.9994290471076965
636,16.0,prbs31,Macallan_BP,3,2,4,126,135,128,129,144,146,127,129,78,3,15,7,1,3,-10,0,1,-2,-1,-1,-1,-1,-1,0,-1,-1,0,2.350495212838039e-24,88,73,51,38,0.9999730587005615,9.999936464761066e-41,461,419,363,328,0.9997357130050659
637,16.0,prbs31,Macallan_BP,3,2,4,126,135,126,128,142,144,127,129,80,4,15,7,0,4,-10,-6,3,5,-1,0,-1,-1,-1,-1,-1,-1,0,6.908374773308184e-25,87,72,51,39,0.9998562932014465,2.0879747935378524e-40,446,402,343,308,0.99998539686203
638,16.0,prbs31,Macallan_BP,3,2,4,126,135,128,129,144,146,127,129,78,3,15,7,1,3,-10,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,4.279397360386044e-26,92,77,57,45,0.999984085559845,9.999936464761066e-41,467,426,371,338,0.999988317489624
639,16.0,prbs31,Macallan_BP,3,2,4,126,136,127,128,143,145,127,129,82,4,15,7,0,4,-10,-3,3,2,0,0,0,-1,-1,0,-1,-1,0,2.4529838548454082e-24,87,71,50,37,0.9987854361534119,9.999936464761066e-41,476,436,380,347,0.9998463988304138
